Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASQ.SSEAQZ,2010.03,Quarterly,905243,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2010.06,Quarterly,911141,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2010.09,Quarterly,955003,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2010.12,Quarterly,1062952,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2011.03,Quarterly,1076228,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2011.06,Quarterly,1053017,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2011.09,Quarterly,1115817,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2011.12,Quarterly,1169069,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2012.03,Quarterly,1074185,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2012.06,Quarterly,1230644,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2012.09,Quarterly,1073533,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2012.12,Quarterly,1062053,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2013.03,Quarterly,1058813,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2013.06,Quarterly,1044565,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2013.09,Quarterly,1044820,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2013.12,Quarterly,1030028,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2014.03,Quarterly,1111165,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2014.06,Quarterly,1042708,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2014.09,Quarterly,1120393,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2014.12,Quarterly,1095486,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2015.03,Quarterly,1114475,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2015.06,Quarterly,1157241,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2015.09,Quarterly,1145102,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2015.12,Quarterly,1164434,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2016.03,Quarterly,1151759,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2016.06,Quarterly,1193481,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2016.09,Quarterly,1219102,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2016.12,Quarterly,1200749,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2017.03,Quarterly,1247329,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2017.06,Quarterly,1244641,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2017.09,Quarterly,1268193,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2017.12,Quarterly,1283422,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2018.03,Quarterly,1287656,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2018.06,Quarterly,1351002,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2018.09,Quarterly,1375147,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAQZ,2018.12,Quarterly,1359818,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASQ.SSEAZZ,1992.09,Quarterly,667771,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1992.12,Quarterly,674596,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1993.03,Quarterly,703484,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1993.06,Quarterly,715726,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1993.09,Quarterly,673781,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1993.12,Quarterly,719041,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1994.03,Quarterly,697197,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1994.06,Quarterly,708001,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1994.09,Quarterly,722243,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1994.12,Quarterly,717046,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1995.03,Quarterly,738920,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1995.06,Quarterly,726272,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1995.09,Quarterly,749672,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1995.12,Quarterly,751511,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1996.03,Quarterly,770797,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1996.06,Quarterly,801586,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1996.09,Quarterly,793534,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1996.12,Quarterly,826815,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1997.03,Quarterly,829052,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1997.06,Quarterly,801891,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1997.09,Quarterly,828614,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1997.12,Quarterly,817253,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1998.03,Quarterly,820178,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1998.06,Quarterly,857667,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1998.09,Quarterly,851035,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1998.12,Quarterly,861064,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1999.03,Quarterly,880962,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1999.06,Quarterly,872408,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1999.09,Quarterly,881124,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,1999.12,Quarterly,896182,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2000.03,Quarterly,864698,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2000.06,Quarterly,865409,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2000.09,Quarterly,867972,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2000.12,Quarterly,899617,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2001.03,Quarterly,916887,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2001.06,Quarterly,922358,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2001.09,Quarterly,932262,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2001.12,Quarterly,929722,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2002.03,Quarterly,950295,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2002.06,Quarterly,976703,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2002.09,Quarterly,1003037,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2002.12,Quarterly,997644,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2003.03,Quarterly,1004970,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2003.06,Quarterly,1022584,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2003.09,Quarterly,1062746,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2003.12,Quarterly,1091760,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2004.03,Quarterly,1094120,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2004.06,Quarterly,1118605,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2004.09,Quarterly,1144354,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2004.12,Quarterly,1181954,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2005.03,Quarterly,1209954,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2005.06,Quarterly,1277683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2005.09,Quarterly,1299399,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2005.12,Quarterly,1294463,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2006.03,Quarterly,1322195,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2006.06,Quarterly,1358481,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2006.09,Quarterly,1386435,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2006.12,Quarterly,1410016,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2007.03,Quarterly,1453690,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2007.06,Quarterly,1454146,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2007.09,Quarterly,1512964,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2007.12,Quarterly,1543382,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2008.03,Quarterly,1574094,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2008.06,Quarterly,1642683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2008.09,Quarterly,1694473,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2008.12,Quarterly,1672050,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2009.03,Quarterly,1708755,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2009.06,Quarterly,1740582,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2009.09,Quarterly,1720489,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2009.12,Quarterly,1751484,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2010.03,Quarterly,1785491,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2010.06,Quarterly,1808299,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2010.09,Quarterly,1868680,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2010.12,Quarterly,2003150,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2011.03,Quarterly,2057971,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2011.06,Quarterly,2004733,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2011.09,Quarterly,2071787,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2011.12,Quarterly,2115662,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2012.03,Quarterly,2049550,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2012.06,Quarterly,2206549,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2012.09,Quarterly,2061889,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2012.12,Quarterly,2071743,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2013.03,Quarterly,2065947,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2013.06,Quarterly,2075691,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2013.09,Quarterly,2092067,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2013.12,Quarterly,2086812,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2014.03,Quarterly,2165124,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2014.06,Quarterly,2129713,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2014.09,Quarterly,2231565,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2014.12,Quarterly,2218982,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2015.03,Quarterly,2240475,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2015.06,Quarterly,2322753,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2015.09,Quarterly,2303449,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2015.12,Quarterly,2337010,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2016.03,Quarterly,2349383,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2016.06,Quarterly,2401497,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2016.09,Quarterly,2441187,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2016.12,Quarterly,2436794,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2017.03,Quarterly,2507528,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2017.06,Quarterly,2541213,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2017.09,Quarterly,2546560,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2017.12,Quarterly,2576338,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2018.03,Quarterly,2602009,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2018.06,Quarterly,2678969,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2018.09,Quarterly,2727863,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSEAZZ,2018.12,Quarterly,2730148,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Total Expense Excluding Non-operating Items
LASQ.SSRAAZ,1992.09,Quarterly,150296,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1992.12,Quarterly,148103,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1993.03,Quarterly,149665,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1993.06,Quarterly,149324,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1993.09,Quarterly,148101,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1993.12,Quarterly,151241,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1994.03,Quarterly,148519,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1994.06,Quarterly,146596,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1994.09,Quarterly,147340,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1994.12,Quarterly,144120,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1995.03,Quarterly,149017,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1995.06,Quarterly,156389,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1995.09,Quarterly,158295,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1995.12,Quarterly,162412,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1996.03,Quarterly,166999,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1996.06,Quarterly,166660,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
LASQ.SSRAAZ,1996.09,Quarterly,167482,Final,Dollars,3,Local Authority Statistics - LAS,Income - Seasonally Adjusted,"Sales of goods and services, and all other income"
